Rarity,Set Name,Card Type,Pokemon Name,Market Price
Ultra Rare,Rising Rivals,Pokemon,Floatzel,23.33
Holo Rare,Secret Wonders,Pokemon,Blastoise,23.26
Ultra Rare,SWSH05: Battle Styles,Pokemon,Mimikyu,23.25
Holo Rare,Holon Phantoms,Pokemon,Latios,23.21
Rare,Base Set (Shadowless),Pokemon,Electabuzz,23.17
Rare,Deck Exclusives,Pokemon,Ninetales,23.16
Holo Rare,Team Rocket,Pokemon,Machamp,23.15
Secret Rare,SM - Ultra Prism,Pokemon,Necrozma,23.09
Secret Rare,SM - Lost Thunder,Pokemon,Sceptile,23.06
Holo Rare,Delta Species,Pokemon,Marowak,23.04
Holo Rare,Neo Genesis,Pokemon,Togetic,23.03
Ultra Rare,XY - Ancient Origins,Pokemon,Sceptile,23.02
Holo Rare,Call of Legends,Pokemon,Espeon,23.01
Rare,Legendary Collection,Pokemon,Mewtwo,22.94
Rare,Base Set (Shadowless),Pokemon,Beedrill,22.87
Rare,Neo Genesis,Pokemon,Cleffa,22.82
Holo Rare,Base Set 2,Pokemon,Scyther,22.78
Holo Rare,HGSS Promos,Pokemon,Raikou,22.76
Ultra Rare,SWSH05: Battle Styles,Pokemon,Urshifu,22.72
Uncommon,Base Set (Shadowless),Pokemon,Wartortle,22.7
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Charmander,22.7
Ultra Rare,Dark Explorers,Pokemon,Tornadus,22.67
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Dialga,22.62
Ultra Rare,SM - Forbidden Light,Pokemon,Greninja,22.58
Ultra Rare,Plasma Freeze,Pokemon,Thundurus,22.57
Holo Rare,Diamond and Pearl Promos,Pokemon,Shaymin,22.55
Ultra Rare,Dragons Exalted,Pokemon,Mew,22.53
Promo,Jumbo Cards,Pokemon,Zygarde,22.5
Promo,XY Promos,Pokemon,Latias,22.49
Holo Rare,Base Set,Pokemon,Magneton,22.47
Promo,Miscellaneous Cards & Products,Pokemon,Vulpix,22.46
Ultra Rare,Plasma Blast,Pokemon,Virizion,22.44
Ultra Rare,XY - Phantom Forces,Pokemon,Gengar,22.43
Secret Rare,SWSH05: Battle Styles,Pokemon,Victini,22.42
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,22.41
Ultra Rare,XY - BREAKpoint,Pokemon,Gyarados,22.4
Ultra Rare,XY - Evolutions,Pokemon,Charizard,22.4
Holo Rare,Dragon,Pokemon,Torkoal,22.39
Holo Rare,Dragon,Pokemon,Altaria,22.37
Holo Rare,Call of Legends,Pokemon,Ho-Oh,22.36
Promo,Nintendo Promos,Pokemon,Treecko,22.33
Promo,Blister Exclusives,Pokemon,Dragonite,22.29
Rare,Expedition,Pokemon,Dragonite,22.26
Promo,McDonald's Promos 2019,Pokemon,Pikachu,22.25
Holo Rare,Secret Wonders,Pokemon,Venusaur,22.25
Promo,Southern Islands,Pokemon,Marill,22.25
Rare,Aquapolis,Pokemon,Tyranitar,22.24
Holo Rare,Gym Heroes,Pokemon,Electabuzz,22.22
Promo,Alternate Art Promos,Pokemon,Yveltal,22.15
Ultra Rare,XY - Roaring Skies,Pokemon,Rayquaza,22.12
Ultra Rare,XY - Ancient Origins,Pokemon,Giratina,22.1
Secret Rare,SM - Guardians Rising,Pokemon,Decidueye,22.07
Holo Rare,Base Set 2,Pokemon,Nidoqueen,22.03
Promo,Jumbo Cards,Pokemon,Groudon,22.0
Holo Rare,Legends Awakened,Pokemon,Dragonite,22.0
Promo,Jumbo Cards,Pokemon,Rayquaza,21.98
Holo Rare,Neo Discovery,Pokemon,Smeargle,21.97
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Oranguru,21.96
Uncommon,Neo Destiny,Pokemon,Jolteon,21.93
Ultra Rare,Platinum,Pokemon,Shaymin,21.89
Secret Rare,SM - Unbroken Bonds,Pokemon,Dedenne,21.87
Rare,XY Promos,Pokemon,Dragonite,21.84
Holo Rare,Gym Heroes,Pokemon,Not found,21.81
Promo,Southern Islands,Pokemon,Onix,21.8
Secret Rare,XY - Fates Collide,Pokemon,Alakazam,21.79
Holo Rare,Delta Species,Pokemon,Metagross,21.75
Holo Rare,Fossil,Pokemon,Hypno,21.75
Secret Rare,SWSH05: Battle Styles,Pokemon,Octillery,21.72
Holo Rare,Emerald,Pokemon,Swampert,21.7
Holo Rare,Sandstorm,Pokemon,Shiftry,21.66
Holo Rare,Base Set 2,Pokemon,Gyarados,21.63
Holo Rare,Dragon,Pokemon,Golem,21.62
Ultra Rare,Supreme Victors,Pokemon,Electivire,21.57
Ultra Rare,Dark Explorers,Pokemon,Groudon,21.55
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Arctozolt,21.5
Holo Rare,Sandstorm,Pokemon,Dusclops,21.49
Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,21.49
Rare,Skyridge,Pokemon,Crobat,21.49
Holo Rare,Diamond and Pearl Promos,Pokemon,Heatran,21.48
Ultra Rare,SM - Unified Minds,Pokemon,Dragonite,21.45
Holo Rare,Deck Exclusives,Pokemon,Sylveon,21.37
Holo Rare,FireRed & LeafGreen,Pokemon,Snorlax,21.33
Promo,SM Promos,Pokemon,Mudsdale,21.32
Ultra Rare,SM - Team Up,Pokemon,Latias,21.25
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Blastoise,21.24
Promo,Jumbo Cards,Pokemon,Charizard,21.22
Rare,Aquapolis,Pokemon,Slowbro,21.21
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Blastoise,21.13
Ultra Rare,XY - Furious Fists,Pokemon,Dragonite,21.12
Uncommon,SM Promos,Pokemon,Seviper,21.11
Rare,Base Set (Shadowless),Pokemon,Dugtrio,21.1
Holo Rare,Black and White Promos,Pokemon,Crobat,21.08
Promo,WoTC Promo,Pokemon,Psyduck,21.08
Ultra Rare,Triumphant,Pokemon,Not found,21.02
Ultra Rare,POP Series 1,Pokemon,Armaldo,21.0
Secret Rare,SM - Guardians Rising,Pokemon,Incineroar,21.0
Promo,Black and White Promos,Pokemon,Victini,20.99
Ultra Rare,Dark Explorers,Pokemon,Raikou,20.99
Holo Rare,Base Set,Pokemon,Gyarados,20.97
Ultra Rare,SM - Lost Thunder,Pokemon,Tyranitar,20.94
Ultra Rare,SM - Lost Thunder,Pokemon,Suicune,20.94
Promo,WoTC Promo,Pokemon,Pichu,20.89
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Tapu Bulu,20.84
Promo,Best of Promos,Pokemon,Not found,20.84
Holo Rare,Black and White Promos,Pokemon,Flareon,20.8
Promo,Diamond and Pearl Promos,Pokemon,Gabite,20.8
Holo Rare,Undaunted,Pokemon,Umbreon,20.76
Holo Rare,Delta Species,Pokemon,Latias,20.68
Promo,Nintendo Promos,Pokemon,Torchic,20.67
Secret Rare,SM Base Set,Pokemon,Solgaleo,20.62
Ultra Rare,Noble Victories,Pokemon,Victini,20.62
Secret Rare,SWSH03: Darkness Ablaze,Pokemon,Scizor,20.61
Holo Rare,Holon Phantoms,Pokemon,Raichu,20.61
Ultra Rare,SM - Unified Minds,Pokemon,Exeggutor,20.58
Ultra Rare,SM - Ultra Prism,Pokemon,Glaceon,20.58
Common,Kalos Starter Set,Pokemon,Snorlax,20.53
Common,Skyridge,Pokemon,Farfetch'd,20.52
Holo Rare,Gym Challenge,Pokemon,Beedrill,20.51
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Togekiss,20.5
Holo Rare,Majestic Dawn,Pokemon,Mewtwo,20.49
Common,Skyridge,Pokemon,Meowth,20.48
Ultra Rare,Noble Victories,Pokemon,Terrakion,20.48
Holo Rare,Jungle,Pokemon,Electrode,20.46
Promo,XY Promos,Pokemon,Altaria,20.43
Promo,Blister Exclusives,Pokemon,Rayquaza,20.43
Secret Rare,Plasma Freeze,Pokemon,Not found,20.41
Ultra Rare,XY - Evolutions,Pokemon,Dragonite,20.4
Holo Rare,Deck Exclusives,Pokemon,Espeon,20.39
Holo Rare,Base Set 2,Pokemon,Pidgeot,20.36
Promo,Southern Islands,Pokemon,Ivysaur,20.33
Holo Rare,Team Rocket,Pokemon,Magneton,20.32
Promo,XY Promos,Pokemon,Pikachu,20.3
Holo Rare,Delta Species,Pokemon,Gardevoir,20.3
Holo Rare,Neo Genesis,Pokemon,Ampharos,20.22
Ultra Rare,XY Base Set,Pokemon,Xerneas,20.22
Rare,Team Rocket,Pokemon,Blastoise,20.22
Uncommon,Legendary Treasures: Radiant Collection,Pokemon,Pikachu,20.19
Promo,Alternate Art Promos,Pokemon,Zoroark,20.15
Uncommon,Base Set (Shadowless),Pokemon,Ivysaur,20.08
Holo Rare,Team Rocket,Pokemon,Slowbro,20.04
Ultra Rare,SM - Unbroken Bonds,Pokemon,Machamp,20.04
Promo,SM Promos,Pokemon,Terrakion,20.02
Promo,Jumbo Cards,Pokemon,Mewtwo,20.0
Promo,Black and White Promos,Pokemon,Victini,20.0
Promo,Jumbo Cards,Pokemon,Reshiram,20.0
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,20.0
Holo Rare,Unseen Forces,Pokemon,Typhlosion,20.0
Promo,Jumbo Cards,Pokemon,Charizard,20.0
Promo,Rumble,Pokemon,Heatran,20.0
Promo,League & Championship Cards,Pokemon,Dragonite,20.0
Common,XY Trainer Kit: Bisharp & Wigglytuff,Pokemon,Pidgey,19.99
Holo Rare,Diamond and Pearl Promos,Pokemon,Pikachu,19.99
Promo,League & Championship Cards,Pokemon,Torchic,19.99
Secret Rare,SM - Cosmic Eclipse,Pokemon,Jigglypuff,19.98
Rare,POP Series 4,Pokemon,Sceptile,19.97
Holo Rare,Legend Maker,Pokemon,Machamp,19.95
Holo Rare,Unseen Forces,Pokemon,Unown,19.95
Ultra Rare,Undaunted,Pokemon,Scizor,19.94
Promo,WoTC Promo,Pokemon,Abra,19.91
Promo,Alternate Art Promos,Pokemon,Cleffa,19.85
Holo Rare,Hidden Legends,Pokemon,Milotic,19.84
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Obstagoon,19.81
Secret Rare,Platinum,Pokemon,Electabuzz,19.78
Holo Rare,Dragon Frontiers,Pokemon,Nidoking,19.78
Promo,XY Promos,Pokemon,Salamence,19.75
Rare,Skyridge,Pokemon,Beedrill,19.74
Ultra Rare,Supreme Victors,Pokemon,Staraptor,19.7
Ultra Rare,Dragon Frontiers,Pokemon,Kingdra,19.68
Holo Rare,Team Rocket,Pokemon,Hypno,19.64
Ultra Rare,XY - Evolutions,Pokemon,Blastoise,19.63
Holo Rare,Team Rocket Returns,Pokemon,Houndoom,19.63
Rare,POP Series 5,Pokemon,Lugia,19.57
Holo Rare,Base Set,Pokemon,Ninetales,19.51
Holo Rare,Diamond and Pearl Promos,Pokemon,Empoleon,19.5
Holo Rare,Dragon,Pokemon,Grumpig,19.5
Holo Rare,Call of Legends,Pokemon,Jirachi,19.49
Holo Rare,Neo Revelation,Pokemon,Jumpluff,19.49
Uncommon,Base Set (Shadowless),Pokemon,Arcanine,19.48
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Ninetales,19.47
Promo,League & Championship Cards,Pokemon,Raichu,19.46
Holo Rare,HGSS Promos,Pokemon,Meganium,19.42
Rare,Skyridge,Pokemon,Machamp,19.41
Promo,Alternate Art Promos,Pokemon,Shaymin,19.37
Ultra Rare,Supreme Victors,Pokemon,Absol,19.35
Holo Rare,Team Magma vs Team Aqua,Pokemon,Manectric,19.31
Holo Rare,Gym Heroes,Pokemon,Rhydon,19.31
Rare,Aquapolis,Pokemon,Sudowoodo,19.31
Holo Rare,Deck Exclusives,Pokemon,Umbreon,19.31
Holo Rare,Fossil,Pokemon,Zapdos,19.28
Holo Rare,Sandstorm,Pokemon,Cacturne,19.27
Promo,XY Promos,Pokemon,Arceus,19.27
Promo,SM Promos,Pokemon,Malamar,19.25
Ultra Rare,SM - Celestial Storm,Pokemon,Blaziken,19.25
Promo,League & Championship Cards,Pokemon,Dratini,19.25
Ultra Rare,SM - Team Up,Pokemon,Magikarp,19.22
Secret Rare,SM - Cosmic Eclipse,Pokemon,Flygon,19.2
Secret Rare,SWSH03: Darkness Ablaze,Pokemon,Butterfree,19.19
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Flapple,19.18
Ultra Rare,XY - BREAKpoint,Pokemon,Espeon,19.12
Promo,WoTC Promo,Pokemon,Not found,19.11
Holo Rare,Neo Discovery,Pokemon,Poliwrath,19.1
Holo Rare,Team Rocket,Pokemon,Vileplume,19.09
Holo Rare,Unleashed,Pokemon,Jirachi,19.08
Holo Rare,HeartGold SoulSilver,Pokemon,Ninetales,19.04
Promo,Southern Islands,Pokemon,Vileplume,19.02
Holo Rare,Holon Phantoms,Pokemon,Kabuto,19.0
Ultra Rare,POP Series 3,Pokemon,Ho-Oh,19.0
Holo Rare,Team Magma vs Team Aqua,Pokemon,Cacturne,18.99
Promo,Alternate Art Promos,Pokemon,Lucario,18.95
Holo Rare,Jungle,Pokemon,Vaporeon,18.94
Secret Rare,SM - Team Up,Pokemon,Incineroar,18.89
Promo,Miscellaneous Cards & Products,Pokemon,Bulbasaur,18.87
Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,18.87
Rare,Aquapolis,Pokemon,Entei,18.82
Common,Skyridge,Pokemon,Not found,18.82
Holo Rare,Jungle,Pokemon,Vileplume,18.8
Common,Skyridge,Pokemon,Ditto,18.8
Holo Rare,Base Set 2,Pokemon,Ninetales,18.79
Common,POP Series 5,Pokemon,Pikachu,18.78
Holo Rare,Jungle,Pokemon,Venomoth,18.77
Secret Rare,SM - Burning Shadows,Pokemon,Gardevoir,18.7
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,18.7
Holo Rare,Nintendo Promos,Pokemon,Mew,18.66
Holo Rare,Dragon Frontiers,Pokemon,Meganium,18.66
Holo Rare,Dragon Frontiers,Pokemon,Milotic,18.66
Ultra Rare,HeartGold SoulSilver,Pokemon,Ampharos,18.62
Rare,Skyridge,Pokemon,Aerodactyl,18.6
Secret Rare,XY - Steam Siege,Pokemon,Gardevoir,18.59
Holo Rare,Team Rocket,Pokemon,Golbat,18.58
Holo Rare,Team Rocket,Pokemon,Dugtrio,18.56
Holo Rare,Legend Maker,Pokemon,Aggron,18.54
Ultra Rare,Unleashed,Pokemon,Ursaring,18.48
Ultra Rare,SM - Lost Thunder,Pokemon,Lugia,18.45
Holo Rare,Ruby and Sapphire,Pokemon,Aggron,18.43
Secret Rare,SM - Guardians Rising,Pokemon,Lycanroc,18.43
Holo Rare,Gym Heroes,Pokemon,Seadra,18.39
Promo,SM Promos,Pokemon,Nidoqueen,18.38
Holo Rare,Platinum,Pokemon,Blastoise,18.3
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Coalossal,18.21
Holo Rare,Nintendo Promos,Pokemon,Mudkip,18.16
Secret Rare,SM - Unified Minds,Pokemon,Mawile,18.07
Ultra Rare,XY - BREAKpoint,Pokemon,Gyarados,18.07
Holo Rare,Supreme Victors,Pokemon,Venusaur,18.05
Rare,Expedition,Pokemon,Venusaur,18.04
Ultra Rare,Undaunted,Pokemon,Slowking,18.04
Promo,SM Promos,Pokemon,Ho-Oh,18.03
Ultra Rare,SM - Guardians Rising,Pokemon,Sylveon,18.02
Ultra Rare,XY - Ancient Origins,Pokemon,Tyranitar,18.02
Promo,Miscellaneous Cards & Products,Pokemon,Reshiram,18.0
Promo,League & Championship Cards,Pokemon,Wartortle,18.0
Promo,Rumble,Pokemon,Ninetales,18.0
Holo Rare,Emerald,Pokemon,Blaziken,18.0
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Houndoom,17.99
Rare,Skyridge,Pokemon,Kabuto,17.98
Secret Rare,SM - Guardians Rising,Pokemon,Tapu Koko,17.97
Common,Skyridge,Pokemon,Magikarp,17.95
Secret Rare,SWSH05: Battle Styles,Pokemon,Corviknight,17.9
Uncommon,Base Set (Shadowless),Pokemon,Kadabra,17.89
Holo Rare,Deck Exclusives,Pokemon,Gyarados,17.89
Ultra Rare,SM - Lost Thunder,Pokemon,Zeraora,17.88
Promo,League & Championship Cards,Pokemon,Eevee,17.88
Rare,Neo Destiny,Pokemon,Unown,17.86
Ultra Rare,Generations,Pokemon,Charizard,17.84
Promo,League & Championship Cards,Pokemon,Deoxys,17.81
Secret Rare,SM - Guardians Rising,Pokemon,Tapu Lele,17.79
Ultra Rare,Plasma Storm,Pokemon,Victini,17.79
Secret Rare,SM - Cosmic Eclipse,Pokemon,Piplup,17.78
Promo,Legends Awakened,Pokemon,Not found,17.75
Secret Rare,Boundaries Crossed,Pokemon,Not found,17.75
Ultra Rare,SM - Unified Minds,Pokemon,Psyduck,17.74
Common,Aquapolis,Pokemon,Psyduck,17.73
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,17.7
Ultra Rare,SM Base Set,Pokemon,Umbreon,17.7
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,17.67
Holo Rare,Hidden Legends,Pokemon,Machamp,17.67
Holo Rare,Legend Maker,Pokemon,Aerodactyl,17.63
Holo Rare,Deck Exclusives,Pokemon,Tyranitar,17.61
Holo Rare,Neo Discovery,Pokemon,Yanma,17.6
Holo Rare,Neo Discovery,Pokemon,Forretress,17.59
Secret Rare,SM - Team Up,Pokemon,Hoopa,17.57
Secret Rare,SWSH03: Darkness Ablaze,Pokemon,Coalossal,17.52
Ultra Rare,Next Destinies,Pokemon,Shaymin,17.51
Promo,McDonald's Promos 2017,Pokemon,Pikachu,17.5
Promo,HGSS Promos,Pokemon,Electivire,17.5
Promo,Best of Promos,Pokemon,Hitmonchan,17.5
Holo Rare,Black and White Promos,Pokemon,Pikachu,17.5
Holo Rare,Legends Awakened,Pokemon,Mewtwo,17.5
Rare,Stormfront,Pokemon,Gengar,17.46
Holo Rare,Dragon Frontiers,Pokemon,Feraligatr,17.44
Rare,Skyridge,Pokemon,Poliwrath,17.37
Holo Rare,Rising Rivals,Pokemon,Arcanine,17.34
Ultra Rare,Plasma Blast,Pokemon,Jirachi,17.31
Promo,XY Promos,Pokemon,Zekrom,17.31
Ultra Rare,Plasma Freeze,Pokemon,Tornadus,17.27
Ultra Rare,Plasma Storm,Pokemon,Cobalion,17.23
Holo Rare,Base Set,Pokemon,Hitmonchan,17.23
Promo,XY Promos,Pokemon,Mew,17.22
Rare,Neo Destiny,Pokemon,Dragonair,17.21
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Darmanitan,17.2
Holo Rare,Holon Phantoms,Pokemon,Deoxys,17.2
Secret Rare,SM - Ultra Prism,Pokemon,Necrozma,17.17
Holo Rare,Legend Maker,Pokemon,Gengar,17.17
Promo,Best of Promos,Pokemon,Scizor,17.16
Ultra Rare,Unleashed,Pokemon,Lanturn,17.12
Secret Rare,SM - Unified Minds,Pokemon,Exeggutor,17.09
Rare,Expedition,Pokemon,Tyranitar,17.08
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Milotic,17.06
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Coalossal,17.06
Rare,Skyridge,Pokemon,Jolteon,17.04
Holo Rare,Black and White Promos,Pokemon,Jolteon,17.04
Rare,Aquapolis,Pokemon,Suicune,17.0
Holo Rare,Deck Exclusives,Pokemon,Typhlosion,16.99
Holo Rare,Emerald,Pokemon,Gardevoir,16.99
Ultra Rare,Generations: Radiant Collection,Pokemon,Flareon,16.97
Secret Rare,SM - Lost Thunder,Pokemon,Genesect,16.96
Promo,Miscellaneous Cards & Products,Pokemon,Bulbasaur,16.95
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Reshiram,16.93
Holo Rare,Black and White Promos,Pokemon,Flygon,16.93
Ultra Rare,Arceus,Pokemon,Arceus,16.92
Ultra Rare,Triumphant,Pokemon,Celebi,16.92
Promo,Miscellaneous Cards & Products,Pokemon,Snubbull,16.9
Ultra Rare,Dragons Exalted,Pokemon,Terrakion,16.89
Promo,WoTC Promo,Pokemon,Gyarados,16.88
Rare,Holon Phantoms,Pokemon,Mewtwo,16.88
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zacian,16.86
Ultra Rare,Secret Wonders,Pokemon,Honchkrow,16.79
Holo Rare,Diamond and Pearl Promos,Pokemon,Mewtwo,16.78
Secret Rare,SM - Burning Shadows,Pokemon,Marshadow,16.71
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Noivern,16.71
Holo Rare,Diamond and Pearl Promos,Pokemon,Darkrai,16.69
Promo,XY Promos,Pokemon,Arceus,16.68
Holo Rare,Neo Genesis,Pokemon,Bellossom,16.67
Rare,POP Series 2,Pokemon,Raikou,16.66
Ultra Rare,XY - Evolutions,Pokemon,Mewtwo,16.66
Secret Rare,SWSH02: Rebel Clash,Pokemon,Copperajah,16.59
Promo,Southern Islands,Pokemon,Ledyba,16.58
Holo Rare,Team Rocket Returns,Pokemon,Togetic,16.57
Promo,SM Promos,Pokemon,Pikachu,16.57
Holo Rare,Base Set 2,Pokemon,Hitmonchan,16.55
Promo,SM Promos,Pokemon,Ho-Oh,16.54
Rare,POP Series 5,Pokemon,Not found,16.5
Secret Rare,SM - Cosmic Eclipse,Pokemon,Silvally,16.5
Holo Rare,Deck Exclusives,Pokemon,Lugia,16.47
Promo,McDonald's Promos 2014,Pokemon,Pikachu,16.46
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Electrode,16.45
Holo Rare,Hidden Legends,Pokemon,Celebi,16.44
Common,POP Series 5,Pokemon,Pikachu,16.44
Rare,Expedition,Pokemon,Gengar,16.39
Rare,POP Series 3,Pokemon,Flareon,16.39
Ultra Rare,XY - Primal Clash,Pokemon,Aggron,16.39
Ultra Rare,SWSH05: Battle Styles,Pokemon,Tyranitar,16.35
Ultra Rare,XY - BREAKpoint,Pokemon,Ho-Oh,16.3
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Eternatus,16.25
Ultra Rare,Platinum,Pokemon,Drapion,16.24
Promo,Jumbo Cards,Pokemon,Charizard,16.24
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Silvally,16.19
Common,Base Set (Shadowless),Pokemon,Charmander,16.19
Uncommon,Diamond and Pearl,Pokemon,Mantyke,16.19
Secret Rare,SWSH05: Battle Styles,Pokemon,Tapu Koko,16.16
Promo,XY Promos,Pokemon,Swampert,16.07
Holo Rare,Gym Heroes,Pokemon,Not found,16.05
Uncommon,Base Set (Shadowless),Pokemon,Charmeleon,16.05
Holo Rare,FireRed & LeafGreen,Pokemon,Raichu,16.05
Holo Rare,Mysterious Treasures,Pokemon,Alakazam,16.03
Rare Ace,Plasma Freeze,Pokemon,Not found,16.02
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Altaria,16.01
Promo,XY Promos,Pokemon,Greninja,16.01
Holo Rare,EX Battle Stadium,Pokemon,Blaziken,16.0
Promo,Nintendo Promos,Pokemon,Raichu,16.0
Secret Rare,Dragon Majesty,Pokemon,Altaria,15.99
Promo,WoTC Promo,Pokemon,Pikachu,15.99
Ultra Rare,HeartGold SoulSilver,Pokemon,Donphan,15.99
Promo,Nintendo Promos,Pokemon,Flygon,15.98
Promo,Rumble,Pokemon,Rattata,15.94
Rare,Southern Islands,Pokemon,Lickitung,15.93
Holo Rare,FireRed & LeafGreen,Pokemon,Ditto,15.9
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,15.9
Ultra Rare,SM - Unbroken Bonds,Pokemon,Gardevoir,15.86
Ultra Rare,SM - Team Up,Pokemon,Venusaur,15.85
Ultra Rare,XY - Fates Collide,Pokemon,Alakazam,15.85
Secret Rare,SWSH02: Rebel Clash,Pokemon,Malamar,15.83
Holo Rare,Blister Exclusives,Pokemon,Venusaur,15.81
Promo,XY Promos,Pokemon,Charizard,15.79
Holo Rare,Secret Wonders,Pokemon,Not found,15.78
Promo,XY Promos,Pokemon,Gyarados,15.76
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,15.76
Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,15.75
Holo Rare,Unleashed,Pokemon,Shaymin,15.74
Holo Rare,Diamond and Pearl Promos,Pokemon,Dialga,15.71
Promo,Southern Islands,Pokemon,Tentacruel,15.68
Holo Rare,Holon Phantoms,Pokemon,Deoxys,15.68
Ultra Rare,Noble Victories,Pokemon,Virizion,15.68
Holo Rare,Holon Phantoms,Pokemon,Deoxys,15.67
Promo,Black and White Promos,Pokemon,Gigalith,15.66
Promo,WoTC Promo,Pokemon,Dragonite,15.66
Holo Rare,Undaunted,Pokemon,Espeon,15.63
Holo Rare,Diamond and Pearl Promos,Pokemon,Rhyperior,15.61
Secret Rare,Champion's Path,Pokemon,Gardevoir,15.6
Ultra Rare,XY - Primal Clash,Pokemon,Kyogre,15.6
Promo,SM Promos,Pokemon,Registeel,15.6
Holo Rare,Neo Genesis,Pokemon,Skarmory,15.59
Holo Rare,Generations,Pokemon,Articuno,15.58
Secret Rare,SM - Unified Minds,Pokemon,Aerodactyl,15.57
Secret Rare,SM - Forbidden Light,Pokemon,Zygarde,15.52
Secret Rare,SWSH05: Battle Styles,Pokemon,Flapple,15.52
Promo,SM Promos,Pokemon,Phione,15.51
Ultra Rare,SM - Unbroken Bonds,Pokemon,Dedenne,15.5
Amazing Rare,SWSH04: Vivid Voltage,Pokemon,Jirachi,15.49
Ultra Rare,XY - Evolutions,Pokemon,Venusaur,15.49
Common,XY Trainer Kit: Pikachu Libre & Suicune,Pokemon,Pikachu,15.44
Holo Rare,Gym Heroes,Pokemon,Magneton,15.44
Promo,Miscellaneous Cards & Products,Pokemon,Piplup,15.43
Uncommon,Delta Species,Pokemon,Ditto,15.42
Common,Expedition,Pokemon,Charmander,15.41
Promo,SM Promos,Pokemon,Bruxish,15.41
Amazing Rare,SWSH04: Vivid Voltage,Pokemon,Rayquaza,15.39
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Eternatus,15.38
Promo,Jumbo Cards,Pokemon,Vaporeon,15.38
Holo Rare,Power Keepers,Pokemon,Raichu,15.36
Promo,SM Promos,Pokemon,Pikachu,15.36
Uncommon,Neo Destiny,Pokemon,Flareon,15.34
Holo Rare,Neo Discovery,Pokemon,Magnemite,15.33
Secret Rare,XY - Flashfire,Pokemon,Kangaskhan,15.29
Ultra Rare,Arceus,Pokemon,Tangrowth,15.28
Secret Rare,SWSH01: Sword & Shield Base Set,Pokemon,Morpeko,15.28
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Snorlax,15.25
Secret Rare,SM - Burning Shadows,Pokemon,Machamp,15.23
Ultra Rare,Plasma Freeze,Pokemon,Latias,15.2
Holo Rare,Diamond and Pearl Promos,Pokemon,Regigigas,15.2
Holo Rare,Neo Destiny,Pokemon,Azumarill,15.13
Rare,Aquapolis,Pokemon,Ninetales,15.09
Secret Rare,SWSH04: Vivid Voltage,Pokemon,Orbeetle,15.05
Holo Rare,Ruby and Sapphire,Pokemon,Wailord,15.05
Ultra Rare,XY - Primal Clash,Pokemon,Aggron,15.02
Holo Rare,Holon Phantoms,Pokemon,Kingdra,15.01
Promo,Rumble,Pokemon,Starmie,15.0
Promo,Rumble,Pokemon,Bibarel,15.0
Promo,Jumbo Cards,Pokemon,Darkrai,15.0
Promo,Jumbo Cards,Pokemon,Feraligatr,15.0
Promo,Jumbo Cards,Pokemon,Diancie,15.0
Promo,Nintendo Promos,Pokemon,Tropius,15.0
Promo,Jumbo Cards,Pokemon,Dialga,14.99
Promo,League & Championship Cards,Pokemon,Politoed,14.99
Secret Rare,SM Base Set,Pokemon,Lapras,14.99
Promo,Nintendo Promos,Pokemon,Ivysaur,14.99
Holo Rare,Black and White Promos,Pokemon,Altaria,14.99
Promo,Miscellaneous Cards & Products,Pokemon,Mudkip,14.99
